Pasta;Nome do arquivo;Extensão;Caminho completo (a partir de assets/);Tamanho;Dimensões
shared/reference;cla-buldar.webp;.webp;shared/reference/cla-buldar.webp;74150;520x520
shared/reference;cla-cendar.webp;.webp;shared/reference/cla-cendar.webp;76078;520x520
shared/reference;cla-glydar.webp;.webp;shared/reference/cla-glydar.webp;77632;520x520
shared/reference;cla-polar-1o-emblema-antigo.webp;.webp;shared/reference/cla-polar-1o-emblema-antigo.webp;59304;520x520
shared/reference;cla-polar-2o-emblema-antigo.webp;.webp;shared/reference/cla-polar-2o-emblema-antigo.webp;69542;520x520
shared/reference;cla-polar-emblema-atual.webp;.webp;shared/reference/cla-polar-emblema-atual.webp;63608;520x520
shared/reference;cla-tondrar.webp;.webp;shared/reference/cla-tondrar.webp;61808;520x520
shared/reference;cla-urtistar.webp;.webp;shared/reference/cla-urtistar.webp;76250;520x520
shared/reference;cla-vendrar.webp;.webp;shared/reference/cla-vendrar.webp;69630;520x520
shared/reference;cloud-distant-01.webp;.webp;shared/reference/cloud-distant-01.webp;42964;1600x600
shared/reference;cloud-distant-02.webp;.webp;shared/reference/cloud-distant-02.webp;60462;1600x600
shared/reference;cloud-distant-03.webp;.webp;shared/reference/cloud-distant-03.webp;48594;1600x600
shared/reference;cloud-mid-01.webp;.webp;shared/reference/cloud-mid-01.webp;46584;1200x500
shared/reference;cloud-mid-02.webp;.webp;shared/reference/cloud-mid-02.webp;43320;1200x500
shared/reference;cloud-mid-03.webp;.webp;shared/reference/cloud-mid-03.webp;42684;1200x500
shared/reference;conselho-da-raiz.webp;.webp;shared/reference/conselho-da-raiz.webp;274484;1600x900
shared/reference;ecoantes.webp;.webp;shared/reference/ecoantes.webp;273100;1600x900
shared/reference;ember-sprite.webp;.webp;shared/reference/ember-sprite.webp;2420;192x192
shared/reference;eterea-contemplative.webp;.webp;shared/reference/eterea-contemplative.webp;619628;2400x1350
shared/reference;familia-amarea.webp;.webp;shared/reference/familia-amarea.webp;275106;1600x900
shared/reference;familia-rendar.webp;.webp;shared/reference/familia-rendar.webp;276526;1600x900
shared/reference;fendelar-mark.webp;.webp;shared/reference/fendelar-mark.webp;19506;520x520
shared/reference;floating-fragments.webp;.webp;shared/reference/floating-fragments.webp;18290;900x1200
shared/reference;homens-das-areias.webp;.webp;shared/reference/homens-das-areias.webp;276618;1600x900
shared/reference;hot-dust.webp;.webp;shared/reference/hot-dust.webp;27576;1600x650
shared/reference;kaendar-night.webp;.webp;shared/reference/kaendar-night.webp;622342;2400x1350
shared/reference;map-grain.webp;.webp;shared/reference/map-grain.webp;1436618;2048x2048
shared/reference;mapa-combinado.webp;.webp;shared/reference/mapa-combinado.webp;488270;1800x900
shared/reference;mapa-de-et-rea.webp;.webp;shared/reference/mapa-de-et-rea.webp;526822;1491x1055
shared/reference;mapa-de-nad-rion-floresta-de-mirval.webp;.webp;shared/reference/mapa-de-nad-rion-floresta-de-mirval.webp;505382;1491x1055
shared/reference;metal-glint.webp;.webp;shared/reference/metal-glint.webp;2700;1024x150
shared/reference;mist-near-01.webp;.webp;shared/reference/mist-near-01.webp;38218;1920x700
shared/reference;mist-near-02.webp;.webp;shared/reference/mist-near-02.webp;48650;1920x700
shared/reference;moon-glow.webp;.webp;shared/reference/moon-glow.webp;13794;512x512
shared/reference;oradores-da-corrente.webp;.webp;shared/reference/oradores-da-corrente.webp;273322;1600x900
shared/reference;origem-daryon.webp;.webp;shared/reference/origem-daryon.webp;278306;1600x900
shared/reference;place-card-overlay.webp;.webp;shared/reference/place-card-overlay.webp;56514;1600x900
shared/reference;place-parchment-overlay.webp;.webp;shared/reference/place-parchment-overlay.webp;39704;1600x900
shared/reference;sidebar-clan-marks.webp;.webp;shared/reference/sidebar-clan-marks.webp;49496;1200x2400
shared/reference;sidebar-leather-map.webp;.webp;shared/reference/sidebar-leather-map.webp;766926;1200x2400
shared/reference;sidebar-roots-fragments.webp;.webp;shared/reference/sidebar-roots-fragments.webp;50886;1200x2400
shared/reference;sidebar-sky-stone.webp;.webp;shared/reference/sidebar-sky-stone.webp;651710;1200x2400
shared/reference;smoke-haze.webp;.webp;shared/reference/smoke-haze.webp;39968;1920x800
shared/reference;sobreviventes-de-nadirion.webp;.webp;shared/reference/sobreviventes-de-nadirion.webp;276014;1600x900
shared/reference;spark-sprite.webp;.webp;shared/reference/spark-sprite.webp;662;256x96
shared/reference;sun-glow.webp;.webp;shared/reference/sun-glow.webp;14626;512x512
shared/reference;teceloes-de-vento.webp;.webp;shared/reference/teceloes-de-vento.webp;269054;1600x900
